,col1,col2,col3,col4,col5,col6
0,0.785399957623179,0.0007549649460590069,-0.00031271753200844257,-0.2538701467572523,-0.39534330213667457,-0.3855692713765743
1,0.7772932517523823,0.0007474420936217787,-0.000309523709714111,-0.25133210720932603,-0.39159908738852117,-0.383235868034192
2,0.7692443453832434,0.0007399966424491623,-0.0003063531194876207,-0.24881951867722205,-0.3878483717835158,-0.3808879200996973
3,0.7612534541687201,0.0007326277126019289,-0.0003032060270336372,-0.2463321228074306,-0.3840920412309672,-0.3785258958180888
4,0.7533207717996545,0.0007253344358080811,-0.0003000826749797394,-0.24386966427746318,-0.38033094432076786,-0.37615023366035794
5,0.7454464715743078,0.0007181159552346711,-0.0002969832841942677,-0.24143189095506967,-0.37656588992948803,-0.3737613325688859
6,0.7376307085495426,0.0007109714251984955,-0.000293908055274935,-0.23901855420370774,-0.37279764262989085,-0.3713595353396405
7,0.729873622748526,0.000703900010767468,-0.0002908571703695188,-0.23662940943415184,-0.3690269146234356,-0.3689451008072123
8,0.7221753442370394,0.0006969008871798246,-0.000287830795605563,-0.2342642170661457,-0.36525435220006264,-0.36651815789815717
9,0.7145360014390045,0.0006899732389458887,-0.00028482908458196855,-0.2319227441649305,-0.3614805136542577,-0.3640786305805502
10,0.706955734969626,0.0006831162584194304,-0.000281852183670167,-0.22960476717217512,-0.3577058340122722,-0.3616261166037385
11,0.6994347207022035,0.0006763291434900063,-0.0002789002403223634,-0.22731007637757375,-0.3539305697196863,-0.3591596939192275
12,0.6919732079727878,0.0006696110938488813,-0.00027597341626204897,-0.22503848308422875,-0.3501547135874967,-0.35667761622829025
13,0.6845715819388714,0.0006629613050016101,-0.00027307190836671583,-0.2227898307712802,-0.3463778672118857,-0.35417684382829695
14,0.677230462977485,0.0006563789588665359,-0.00027019598116638223,-0.2205640117827631,-0.34259905634519844,-0.35165234219737385
15,0.6699508593533582,0.0006498632095312266,-0.0002673460157136114,-0.21836099068560377,-0.3388164785751726,-0.34909608243377666
16,0.6627343881272864,0.0006434131629380727,-0.00026452257878224576,-0.2161808333263459,-0.33502719164599315,-0.34649572855449
17,0.6556233999208402,0.0006370240340627172,-0.000261739772953077,-0.21402373941412967,-0.33126812231384245,-0.34383761402745244
