0.7854,-0.3,0,0,-1.57,0,0,0,0,0,0,0,0
0.7854,-0.3,0,0,-1.57,0,0,0,0,0,0,0,0
0.7854,-0.301668769,-0.001668775,-0.008106708,-1.561062686,-0.000404307,-0.008540557,3.13E-06,-0.05,-0.05,-0.05,-0.05,0
0.7854,-0.303337538,-0.00333755,-0.016155617,-1.55215266,-0.000937407,-0.016924982,6.16E-06,-0.1,-0.1,-0.1,-0.1,0
0.7854,-0.305006307,-0.005006325,-0.024146511,-1.543250488,-0.001638007,-0.025134001,9.11E-06,-0.15,-0.15,-0.15,-0.15,0
0.7854,-0.306675076,-0.0066751,-0.032079195,-1.534331665,-0.002555797,-0.03314243,1.20E-05,-0.2,-0.2,-0.2,-0.2,0
0.7854,-0.308343845,-0.008343875,-0.039953498,-1.525365253,-0.003754369,-0.040917613,1.47E-05,-0.25,-0.25,-0.25,-0.25,0
0.7854,-0.310012614,-0.01001265,-0.047769263,-1.516312181,-0.00531485,-0.048417495,1.74E-05,-0.3,-0.3,-0.3,-0.3,0
0.7854,-0.311681383,-0.011681425,-0.05552635,-1.507123141,-0.007340399,-0.055588225,2.00E-05,-0.35,-0.35,-0.35,-0.35,0
0.7854,-0.313350152,-0.013350201,-0.063224631,-1.497736001,-0.009961719,-0.06236123,2.26E-05,-0.4,-0.4,-0.4,-0.4,0
0.7854,-0.31501892,-0.015018976,-0.070863975,-1.488072654,-0.013343762,-0.068649666,2.50E-05,-0.45,-0.45,-0.45,-0.45,0
0.7854,-0.316687689,-0.016687751,-0.078444244,-1.47803524,-0.017693719,-0.0743442,2.74E-05,-0.5,-0.5,-0.5,-0.5,0
0.7854,-0.318356458,-0.018356526,-0.085965259,-1.467501744,-0.023270293,-0.079308147,2.97E-05,-0.55,-0.55,-0.55,-0.55,0
0.7854,-0.320025227,-0.020025301,-0.093426774,-1.456321088,-0.030393905,-0.083372162,3.19E-05,-0.6,-0.6,-0.6,-0.6,0
0.7854,-0.321693996,-0.021694076,-0.100828401,-1.444308158,-0.039456857,-0.086329057,3.40E-05,-0.65,-0.65,-0.65,-0.65,0
0.7854,-0.323362765,-0.023362851,-0.108169522,-1.431239778,-0.050931143,-0.087930013,3.61E-05,-0.7,-0.7,-0.7,-0.7,0
0.7854,-0.325031534,-0.025031626,-0.115449127,-1.416853735,-0.06536927,-0.087884739,3.81E-05,-0.75,-0.75,-0.75,-0.75,0
0.7854,-0.326700303,-0.026700401,-0.122665599,-1.40085471,-0.083389678,-0.085870109,4.01E-05,-0.8,-0.8,-0.8,-0.8,0
0.785439836,-0.328369039,-0.028347626,-0.129816425,-1.382933289,-0.105633537,-0.081554371,4.19E-05,-0.85,-0.84870662,-0.85,-0.85,0
0.785557788,-0.33003765,-0.029952658,-0.136898096,-1.362805559,-0.132677136,-0.074645147,4.37E-05,-0.9,-0.894877016,-0.9,-0.9,0
0.785768589,-0.33170601,-0.031507659,-0.143905906,-1.340278305,-0.164890229,-0.064965898,4.55E-05,-0.95,-0.938032814,-0.95,-0.95,0
0.786023315,-0.333374055,-0.032968477,-0.150833986,-1.315331447,-0.202260202,-0.052549321,4.72E-05,-1,-0.977642038,-1,-0.997879546,0
0.786267927,-0.335041839,-0.034290264,-0.157675104,-1.288183706,-0.244256851,-0.037706893,4.88E-05,-1.05,-1.013237288,-1.05,-1.041416743,0
0.786513168,-0.336701432,-0.035461904,-0.164421921,-1.259294066,-0.289839263,-0.021020549,5.04E-05,-1.1,-1.04455181,-1.099519589,-1.080213204,0
0.786912532,-0.338268009,-0.036482444,-0.171069274,-1.229275228,-0.337651661,-0.003233362,5.19E-05,-1.15,-1.071606287,-1.143475923,-1.114190403,0
0.787301416,-0.339659527,-0.037361115,-0.17761659,-1.198750937,-0.386334171,0.01491854,5.33E-05,-1.194894333,-1.09470534,-1.182057217,-1.143602494,0
0.787652382,-0.340877415,-0.0381142,-0.184064406,-1.16823892,-0.434771588,0.032837675,5.47E-05,-1.234280453,-1.114344757,-1.215745836,-1.168939413,0
0.78796673,-0.341942589,-0.038760798,-0.190414635,-1.138109115,-0.482177279,0.050107353,5.61E-05,-1.268793515,-1.131089675,-1.245155833,-1.190787396,0
0.788246564,-0.342876518,-0.039319624,-0.19666999,-1.108592608,-0.528068233,0.066475643,5.74E-05,-1.299092655,-1.145486084,-1.270912226,-1.209726552,0
0.788494221,-0.343698852,-0.039807328,-0.202833414,-1.079813883,-0.572191813,0.081814396,5.86E-05,-1.325785088,-1.158015213,-1.293584239,-1.2262761,0
0.788711974,-0.344426503,-0.040237938,-0.208907776,-1.051825299,-0.614449654,0.096077606,5.98E-05,-1.349395773,-1.169079816,-1.313659981,-1.240875647,0
0.788901888,-0.345073563,-0.040622943,-0.214895732,-1.024634454,-0.654838074,0.109269186,6.10E-05,-1.370363809,-1.17900773,-1.331545002,-1.253886576,0
0.789065791,-0.345651605,-0.040971619,-0.220799697,-0.99822311,-0.693407285,0.121421112,6.21E-05,-1.389050923,-1.188062259,-1.347571352,-1.265601868,0
0.789205283,-0.346170087,-0.041291421,-0.226621851,-0.972559316,-0.730235505,0.13257965,6.32E-05,-1.405753706,-1.196453855,-1.362009657,-1.276257943,0
0.789321762,-0.346636752,-0.041588344,-0.232364165,-0.947604811,-0.765413303,0.142797108,6.42E-05,-1.420715721,-1.204350745,-1.375080768,-1.286045736,0
0.789416459,-0.347057969,-0.041867224,-0.238028439,-0.923319382,-0.799034497,0.15212709,6.52E-05,-1.434138017,-1.211887764,-1.38696578,-1.29512004,0
0.789490462,-0.347439016,-0.042131981,-0.243616322,-0.899663324,-0.831191085,0.16062189,6.61E-05,-1.446187757,-1.219173421,-1.39781418,-1.303607037,0
0.789544743,-0.347784301,-0.042385811,-0.249129345,-0.876598767,-0.861970586,0.168331157,6.70E-05,-1.457005072,-1.226295426,-1.407750303,-1.311610233,0
0.789580181,-0.348097536,-0.042631332,-0.254568938,-0.854090315,-0.891454814,0.175301307,6.79E-05,-1.466708461,-1.233324975,-1.4168784,-1.319215075,0
0.789597575,-0.348381874,-0.042870702,-0.259936445,-0.832105296,-0.919719457,0.181575356,6.87E-05,-1.475399011,-1.240320084,-1.425286582,-1.326492551,0
0.789597658,-0.348640017,-0.043105709,-0.26523314,-0.810613779,-0.946834127,0.187192986,6.94E-05,-1.483163694,-1.247328171,-1.433049911,-1.333501993,0
0.789581111,-0.348874296,-0.043337838,-0.270460238,-0.789588477,-0.972862644,0.19219073,7.02E-05,-1.490077964,-1.254388076,-1.440232813,-1.340293266,0
0.789548565,-0.34908674,-0.043568328,-0.275618901,-0.769004582,-0.997863446,0.196602217,7.09E-05,-1.496207798,-1.261531648,-1.446890989,-1.346908494,0
0.789500614,-0.349279128,-0.043798217,-0.280710247,-0.748839576,-1.021890035,0.200458429,7.16E-05,-1.501611316,-1.268784997,-1.453072925,-1.353383427,0
0.789437819,-0.349453028,-0.044028377,-0.285735356,-0.729073033,-1.044991429,0.20378796,7.22E-05,-1.506340082,-1.276169497,-1.458821094,-1.359748523,0
0.789360709,-0.349609835,-0.044259537,-0.290695272,-0.709686428,-1.0672126,0.206617258,7.28E-05,-1.510440136,-1.283702584,-1.464172929,-1.36602983,0
0.78926979,-0.349750793,-0.044492312,-0.295591007,-0.690662963,-1.088594877,0.208970849,7.34E-05,-1.513952845,-1.291398404,-1.469161603,-1.372249685,0
0.789165542,-0.349877021,-0.044727217,-0.300423548,-0.671987392,-1.109176311,0.210871541,7.39E-05,-1.516915584,-1.29926834,-1.473816669,-1.378427293,0
0.789048429,-0.349989528,-0.044964685,-0.305193854,-0.653645878,-1.128992015,0.21234061,7.44E-05,-1.519362299,-1.30732144,-1.478164583,-1.384579195,0
0.788918891,-0.35008923,-0.045205077,-0.309902863,-0.635625853,-1.14807446,0.213397957,7.49E-05,-1.521323976,-1.315564778,-1.482229134,-1.390719658,0
0.788777358,-0.350176964,-0.045448693,-0.31455149,-0.617915895,-1.166453742,0.214062257,7.53E-05,-1.52282902,-1.324003742,-1.486031805,-1.396860995,0
0.788624239,-0.350253493,-0.045695781,-0.31914063,-0.600505615,-1.184157827,0.214351086,7.58E-05,-1.523903583,-1.332642281,-1.489592067,-1.403013835,0
0.788459932,-0.35031952,-0.045946545,-0.323671159,-0.583385565,-1.201212754,0.214281034,7.62E-05,-1.524571831,-1.341483113,-1.492927635,-1.409187347,0
0.788284821,-0.350375691,-0.046201149,-0.328143937,-0.566547139,-1.217642834,0.213867808,7.65E-05,-1.524856175,-1.350527895,-1.496054678,-1.41538943,0
0.78809928,-0.350422606,-0.046459722,-0.332559805,-0.549982504,-1.23347081,0.213126315,7.69E-05,-1.524777465,-1.359777372,-1.498987998,-1.421626877,0
0.78790367,-0.350460819,-0.046722367,-0.336919589,-0.533684518,-1.248718014,0.212070746,7.72E-05,-1.524355151,-1.3692315,-1.501741184,-1.427905506,0
0.78769834,-0.350490847,-0.046989157,-0.3412241,-0.517646671,-1.263404496,0.21071464,7.75E-05,-1.523607435,-1.378889555,-1.504326745,-1.434230283,0
0.787483631,-0.350513173,-0.047260145,-0.345474134,-0.501863028,-1.277549143,0.20907095,7.77E-05,-1.522551383,-1.388750223,-1.506756222,-1.440605423,0
0.787259875,-0.350528244,-0.047535364,-0.349670473,-0.48632817,-1.291169789,0.20715209,7.80E-05,-1.52120304,-1.398811678,-1.509040285,-1.447034471,0
0.787027393,-0.350536484,-0.047814829,-0.353813886,-0.471037153,-1.304283308,0.204969989,7.82E-05,-1.519577516,-1.409071652,-1.51118882,-1.453520386,0
0.786786498,-0.350538288,-0.048098541,-0.357905126,-0.455985461,-1.316905697,0.202536128,7.84E-05,-1.517689069,-1.419527494,-1.513211002,-1.4600656,0
0.786537496,-0.350534027,-0.048386486,-0.361944938,-0.441168967,-1.329052156,0.19986158,7.86E-05,-1.515551179,-1.430176221,-1.51511536,-1.466672079,0
0.786280682,-0.350524051,-0.048678639,-0.36593405,-0.426583898,-1.340737154,0.19695704,7.87E-05,-1.513176604,-1.441014563,-1.516909836,-1.473341371,0
0.786016347,-0.35050869,-0.048974963,-0.369873181,-0.412226799,-1.351974493,0.193832855,7.88E-05,-1.510577441,-1.452039005,-1.518601833,-1.480074652,0
0.785744771,-0.350488256,-0.049275415,-0.373763037,-0.398094509,-1.362777359,0.19049905,7.90E-05,-1.507765172,-1.463245816,-1.52019826,-1.486872766,0
0.785466229,-0.350463042,-0.04957994,-0.377604313,-0.384184129,-1.373158376,0.186965349,7.91E-05,-1.504750707,-1.474631086,-1.521705576,-1.493736257,0
0.785180989,-0.350433327,-0.049888478,-0.381397692,-0.370492996,-1.383129648,0.183241194,7.91E-05,-1.501544427,-1.486190751,-1.523129817,-1.500665399,0
